name,type_1,type_2,ability_1,ability_1_is_hidden,ability_2,ability_2_is_hidden,ability_3,ability_3_is_hidden,height,weight,stat_hp,stat_attack,stat_defense,stat_spattack,stat_spdef,stat_speed,sprite
scorbunny,fire,,blaze,False,libero,True,,,3,45,50,71,40,40,40,69,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png"
raboot,fire,,blaze,False,libero,True,,,6,90,65,86,60,55,60,94,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png"
cinderace,fire,,blaze,False,libero,True,,,14,330,80,116,75,65,75,119,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png"
sobble,water,,torrent,False,sniper,True,,,3,40,50,40,40,70,40,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png"
drizzile,water,,torrent,False,sniper,True,,,7,115,65,60,55,95,55,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png"
inteleon,water,,torrent,False,sniper,True,,,19,452,70,85,65,125,65,120,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png"
skwovet,normal,,cheek-pouch,False,gluttony,True,,,3,25,70,55,55,35,35,25,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png"
greedent,normal,,cheek-pouch,False,gluttony,True,,,6,60,120,95,95,55,75,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png"
rookidee,flying,,keen-eye,False,unnerve,False,big-pecks,True,2,18,38,47,35,33,35,57,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png"
corvisquire,flying,,keen-eye,False,unnerve,False,big-pecks,True,8,160,68,67,55,43,55,77,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png"
corviknight,flying,steel,pressure,False,unnerve,False,mirror-armor,True,22,750,98,87,105,53,85,67,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png"
blipbug,bug,,swarm,False,compound-eyes,False,telepathy,True,4,80,25,20,20,25,45,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png"
dottler,bug,psychic,swarm,False,compound-eyes,False,telepathy,True,4,195,50,35,80,50,90,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png"
orbeetle,bug,psychic,swarm,False,frisk,False,telepathy,True,4,408,60,45,110,80,120,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png"
nickit,dark,,run-away,False,unburden,False,stakeout,True,6,89,40,28,28,47,52,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png"
thievul,dark,,run-away,False,unburden,False,stakeout,True,12,199,70,58,58,87,92,90,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png"
gossifleur,grass,,cotton-down,False,regenerator,False,effect-spore,True,4,22,40,40,60,40,60,10,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png"
eldegoss,grass,,cotton-down,False,regenerator,False,effect-spore,True,5,25,60,50,90,80,120,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png"
wooloo,normal,,fluffy,False,run-away,False,bulletproof,True,6,60,42,40,55,40,45,48,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png"
dubwool,normal,,fluffy,False,steadfast,False,bulletproof,True,13,430,72,80,100,60,90,88,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png"
chewtle,water,,strong-jaw,False,shell-armor,False,swift-swim,True,3,85,50,64,50,38,38,44,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png"
drednaw,water,rock,strong-jaw,False,shell-armor,False,swift-swim,True,10,1155,90,115,90,48,68,74,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png"
yamper,electric,,ball-fetch,False,rattled,True,,,3,135,59,45,50,40,50,26,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png"
boltund,electric,,strong-jaw,False,competitive,True,,,10,340,69,90,60,90,60,121,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png"
rolycoly,rock,,steam-engine,False,heatproof,False,flash-fire,True,3,120,30,40,50,40,50,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png"
carkol,rock,fire,steam-engine,False,flame-body,False,flash-fire,True,11,780,80,60,90,60,70,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png"
coalossal,rock,fire,steam-engine,False,flame-body,False,flash-fire,True,28,3105,110,80,120,80,90,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png"
applin,grass,dragon,ripen,False,gluttony,False,bulletproof,True,2,5,40,40,80,40,40,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png"
flapple,grass,dragon,ripen,False,gluttony,False,hustle,True,3,10,70,110,80,95,60,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png"
appletun,grass,dragon,ripen,False,gluttony,False,thick-fat,True,4,130,110,85,80,100,80,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png"
silicobra,ground,,sand-spit,False,shed-skin,False,sand-veil,True,22,76,52,57,75,35,50,46,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png"
sandaconda,ground,,sand-spit,False,shed-skin,False,sand-veil,True,38,655,72,107,125,65,70,71,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png"
cramorant,flying,water,gulp-missile,False,,,,,8,180,70,85,55,85,95,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png"
arrokuda,water,,swift-swim,False,propeller-tail,True,,,5,10,41,63,40,40,30,66,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png"
barraskewda,water,,swift-swim,False,propeller-tail,True,,,13,300,61,123,60,60,50,136,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png"
toxel,electric,poison,rattled,False,static,False,klutz,True,4,110,40,38,35,54,35,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png"
toxtricity-amped,electric,poison,punk-rock,False,plus,False,technician,True,16,400,75,98,70,114,70,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png"
sizzlipede,fire,bug,flash-fire,False,white-smoke,False,flame-body,True,7,10,50,65,45,50,50,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png"
centiskorch,fire,bug,flash-fire,False,white-smoke,False,flame-body,True,30,1200,100,115,65,90,90,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png"
clobbopus,fighting,,limber,False,technician,True,,,6,40,50,68,60,50,50,32,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png"
grapploct,fighting,,limber,False,technician,True,,,16,390,80,118,90,70,80,42,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png"
sinistea,ghost,,weak-armor,False,cursed-body,True,,,1,2,40,45,45,74,54,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png"
polteageist,ghost,,weak-armor,False,cursed-body,True,,,2,4,60,65,65,134,114,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png"
hatenna,psychic,,healer,False,anticipation,False,magic-bounce,True,4,34,42,30,45,56,53,39,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png"
hattrem,psychic,,healer,False,anticipation,False,magic-bounce,True,6,48,57,40,65,86,73,49,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png"
hatterene,psychic,fairy,healer,False,anticipation,False,magic-bounce,True,21,51,57,90,95,136,103,29,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png"
impidimp,dark,fairy,prankster,False,frisk,False,pickpocket,True,4,55,45,45,30,55,40,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png"
morgrem,dark,fairy,prankster,False,frisk,False,pickpocket,True,8,125,65,60,45,75,55,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png"
grimmsnarl,dark,fairy,prankster,False,frisk,False,pickpocket,True,15,610,95,120,65,95,75,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png"
obstagoon,dark,normal,reckless,False,guts,False,defiant,True,16,460,93,90,101,60,81,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png"
perrserker,steel,,battle-armor,False,tough-claws,False,steely-spirit,True,8,280,70,110,100,50,60,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png"
cursola,ghost,,weak-armor,False,perish-body,True,,,10,4,60,95,50,145,130,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png"
sirfetchd,fighting,,steadfast,False,scrappy,True,,,8,1170,62,135,95,68,82,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png"
mr-rime,ice,psychic,tangled-feet,False,screen-cleaner,False,ice-body,True,15,582,80,85,75,110,100,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png"
runerigus,ground,ghost,wandering-spirit,False,,,,,16,666,58,95,145,50,105,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png"
milcery,fairy,,sweet-veil,False,aroma-veil,True,,,2,3,45,40,40,50,61,34,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png"
alcremie,fairy,,sweet-veil,False,aroma-veil,True,,,3,5,65,60,75,110,121,64,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png"
falinks,fighting,,battle-armor,False,defiant,True,,,30,620,65,100,100,70,60,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png"
pincurchin,electric,,lightning-rod,False,electric-surge,True,,,3,10,48,101,95,91,85,15,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png"
snom,ice,bug,shield-dust,False,ice-scales,True,,,3,38,30,25,35,45,30,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png"
frosmoth,ice,bug,shield-dust,False,ice-scales,True,,,13,420,70,65,60,125,90,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png"
stonjourner,rock,,power-spot,False,,,,,25,5200,100,125,135,20,20,70,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png"
eiscue-ice,ice,,ice-face,False,,,,,14,890,75,80,110,65,90,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png"
indeedee-male,psychic,normal,inner-focus,False,synchronize,False,psychic-surge,True,9,280,60,65,55,105,95,95,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png"
morpeko-full-belly,electric,dark,hunger-switch,False,,,,,3,30,58,95,58,70,58,97,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png"
cufant,steel,,sheer-force,False,heavy-metal,True,,,12,1000,72,80,49,40,49,40,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png"
copperajah,steel,,sheer-force,False,heavy-metal,True,,,30,6500,122,130,69,80,69,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png"
dracozolt,electric,dragon,volt-absorb,False,hustle,False,sand-rush,True,18,1900,90,100,90,80,70,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png"
arctozolt,electric,ice,volt-absorb,False,static,False,slush-rush,True,23,1500,90,100,90,90,80,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png"
dracovish,water,dragon,water-absorb,False,strong-jaw,False,sand-rush,True,23,2150,90,90,100,70,80,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png"
arctovish,water,ice,water-absorb,False,ice-body,False,slush-rush,True,20,1750,90,90,100,80,90,55,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png"
duraludon,steel,dragon,light-metal,False,heavy-metal,False,stalwart,True,18,400,70,95,115,120,50,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png"
dreepy,dragon,ghost,clear-body,False,infiltrator,False,cursed-body,True,5,20,28,60,30,40,30,82,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png"
drakloak,dragon,ghost,clear-body,False,infiltrator,False,cursed-body,True,14,110,68,80,50,60,50,102,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png"
dragapult,dragon,ghost,clear-body,False,infiltrator,False,cursed-body,True,30,500,88,120,75,100,75,142,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png"
zacian,fairy,,intrepid-sword,False,,,,,28,1100,92,120,115,80,115,138,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png"
zamazenta,fighting,,dauntless-shield,False,,,,,29,2100,92,120,115,80,115,138,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png"
eternatus,poison,dragon,pressure,False,,,,,200,9500,140,85,95,145,95,130,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png"
kubfu,fighting,,inner-focus,False,,,,,6,120,60,90,60,53,50,72,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png"
urshifu-single-strike,fighting,dark,unseen-fist,False,,,,,19,1050,100,130,100,63,60,97,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png"
zarude,dark,grass,leaf-guard,False,,,,,18,700,105,120,105,70,95,105,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png"
regieleki,electric,,transistor,False,,,,,12,1450,80,100,50,100,50,200,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png"
regidrago,dragon,,dragons-maw,False,,,,,21,2000,200,100,50,100,50,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png"
glastrier,ice,,chilling-neigh,False,,,,,22,8000,100,145,130,65,110,30,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png"
spectrier,ghost,,grim-neigh,False,,,,,20,445,100,65,60,145,80,130,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png"
calyrex,psychic,grass,unnerve,False,,,,,11,77,100,80,80,80,80,80,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png"
wyrdeer,normal,psychic,intimidate,False,frisk,False,sap-sipper,True,18,951,103,105,72,105,75,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png"
kleavor,bug,rock,swarm,False,sheer-force,False,sharpness,True,18,890,70,135,95,45,70,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png"
ursaluna,ground,normal,guts,False,bulletproof,False,unnerve,True,24,2900,130,140,105,45,80,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png"
basculegion-male,water,ghost,swift-swim,False,adaptability,False,mold-breaker,True,30,1100,120,112,65,80,75,78,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png"
sneasler,fighting,poison,pressure,False,unburden,False,poison-touch,True,13,430,80,130,60,40,80,120,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png"
overqwil,dark,poison,poison-point,False,swift-swim,False,intimidate,True,25,605,85,115,95,65,65,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png"
enamorus-incarnate,fairy,flying,cute-charm,False,contrary,True,,,16,480,74,115,70,135,80,106,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png"
sprigatito,grass,,overgrow,False,protean,True,,,4,41,40,61,54,45,45,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png"
floragato,grass,,overgrow,False,protean,True,,,9,122,61,80,63,60,63,83,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png"
meowscarada,grass,dark,overgrow,False,protean,True,,,15,312,76,110,70,81,70,123,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png"
fuecoco,fire,,blaze,False,unaware,True,,,4,98,67,45,59,63,40,36,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png"
crocalor,fire,,blaze,False,unaware,True,,,10,307,81,55,78,90,58,49,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png"
skeledirge,fire,ghost,blaze,False,unaware,True,,,16,3265,104,75,100,110,75,66,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png"
quaxly,water,,torrent,False,moxie,True,,,5,61,55,65,45,50,45,50,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png"
quaxwell,water,,torrent,False,moxie,True,,,12,215,70,85,65,65,60,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png"
quaquaval,water,fighting,torrent,False,moxie,True,,,18,619,85,120,80,85,75,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png"
lechonk,normal,,aroma-veil,False,gluttony,False,thick-fat,True,5,102,54,45,40,35,45,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png"
oinkologne,normal,,lingering-aroma,False,gluttony,False,thick-fat,True,10,1200,110,100,75,59,80,65,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png"
tarountula,bug,,insomnia,False,stakeout,True,,,3,40,35,41,45,29,40,20,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png"
spidops,bug,,insomnia,False,stakeout,True,,,10,165,60,79,92,52,86,35,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png"
nymble,bug,,swarm,False,tinted-lens,True,,,2,10,33,46,40,21,25,45,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png"
lokix,bug,dark,swarm,False,tinted-lens,True,,,10,175,71,102,78,52,55,92,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png"
pawmi,electric,,static,False,natural-cure,False,iron-fist,True,3,25,45,50,20,40,25,60,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png"
pawmo,electric,fighting,volt-absorb,False,natural-cure,False,iron-fist,True,4,65,60,75,40,50,40,85,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png"
pawmot,electric,fighting,volt-absorb,False,natural-cure,False,iron-fist,True,9,410,70,115,70,70,60,105,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png"
tandemaus,normal,,run-away,False,pickup,False,own-tempo,True,3,18,50,50,45,40,45,75,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png"
maushold,normal,,friend-guard,False,cheek-pouch,False,technician,True,3,23,74,75,70,65,75,111,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png"
